Production_Unit_Id,Defective_Percentage_Scissor,Defective_Percentage_Paper,Defective_Percentage_Rock
P320,33.33333333333333,7.6923076923076925,9.868421052631579
P434,8.571428571428571,35.22727272727273,5.357142857142857
P497,22.123893805309734,98.40425531914893,15.929203539823009
P338,37.219730941704036,18.9873417721519,3.4090909090909087
P004,22.35772357723577,7.9831932773109235,50.74183976261127
P458,23.104693140794225,21.428571428571427,11.11111111111111
P631,81.19658119658119,4.41988950276243,17.77777777777778
P830,67.41071428571429,1.153846153846154,0.0
P143,62.68656716417911,30.90128755364807,53.06122448979592
P742,11.11111111111111,17.81609195402299,46.37096774193548
P380,51.10132158590308,42.023346303501945,11.538461538461538
P755,17.857142857142858,12.82051282051282,26.31578947368421
P900,26.356589147286826,2.7777777777777777,37.62376237623762
P484,17.293233082706767,52.25225225225225,20.245398773006134
P628,86.74033149171271,48.507462686567166,58.57142857142858
P998,60.0,40.0,17.24137931034483
P428,0.0,53.07692307692308,33.33333333333333
P089,47.65625,20.689655172413794,0.0
P431,45.78313253012048,43.39622641509434,48.0
P670,49.3006993006993,24.80916030534351,0.3676470588235294
P264,7.6923076923076925,52.94117647058824,2.247191011235955
P468,35.88850174216028,8.536585365853659,17.475728155339805
P993,0.0,32.795698924731184,0.0
P121,0.0,1.8518518518518516,31.122448979591837
P610,34.66135458167331,13.777777777777779,57.47126436781609
P392,16.908212560386474,23.404255319148938,34.23913043478261
P789,4.580152671755725,1.6597510373443984,5.88235294117647
P879,35.947712418300654,32.06751054852321,23.98753894080997
P929,38.557993730407524,28.671328671328673,9.285714285714286
P122,50.21645021645021,95.67567567567568,24.264705882352942
P590,48.85057471264368,10.309278350515463,56.22317596566524
P382,36.56957928802589,0.8771929824561403,36.807817589576544
P990,9.89010989010989,12.0,21.67487684729064
P234,0.6024096385542169,12.76595744680851,12.5
P398,34.04255319148936,16.379310344827587,9.70873786407767
P938,40.92827004219409,25.36764705882353,3.896103896103896
P517,0.8368200836820083,17.72151898734177,11.30952380952381
P341,14.728682170542637,58.92857142857143,20.105820105820104
P195,29.92125984251969,3.272727272727273,33.78378378378378
P340,28.502415458937197,2.586206896551724,41.17647058823529
P995,37.68844221105528,55.69230769230769,26.973684210526315
P043,53.54330708661418,27.86885245901639,42.04081632653061
P448,1.639344262295082,50.413223140495866,75.15151515151514
P771,7.207207207207207,44.15584415584416,18.210862619808307
P699,19.642857142857142,29.389312977099237,2.8735632183908044
P754,35.483870967741936,36.324786324786324,14.925373134328357
P288,25.49019607843137,43.42105263157895,5.084745762711865
P662,18.75,2.803738317757009,11.221122112211221
P535,5.813953488372093,0.0,1.276595744680851
P955,30.15267175572519,37.58389261744966,22.67080745341615
P891,14.414414414414415,11.180124223602485,2.2950819672131146
P379,18.316831683168317,54.43037974683544,73.80952380952381
P332,10.70110701107011,49.22118380062305,50.71090047393365
P044,41.199999999999996,29.249011857707508,11.229946524064172
P371,0.5952380952380952,28.985507246376812,43.944636678200695
P173,28.054298642533936,5.263157894736842,1.0752688172043012
P693,48.41269841269841,35.172413793103445,46.666666666666664
P188,2.586206896551724,2.0242914979757085,16.61807580174927
P862,1.520912547528517,8.241758241758241,1.7543859649122806
P102,48.60557768924303,73.09941520467837,47.12643678160919
P990,16.666666666666664,5.0,6.61764705882353
P615,18.421052631578945,25.581395348837212,0.0
P306,18.6046511627907,23.902439024390244,13.30049261083744
P911,16.161616161616163,46.808510638297875,32.52032520325203
P520,40.56603773584906,64.91228070175438,5.217391304347826
P069,59.78260869565217,16.50485436893204,7.936507936507936
P815,44.765342960288805,9.917355371900827,10.454545454545453
P252,48.669201520912544,3.389830508474576,18.243243243243242
P778,4.081632653061225,37.65432098765432,24.113475177304963
P736,21.176470588235293,49.504950495049506,24.705882352941178
P651,67.75510204081633,29.347826086956523,1.6
P280,6.8181818181818175,28.333333333333332,23.741007194244602
P625,13.779527559055119,8.238636363636363,4.123711340206185
P089,64.28571428571429,57.99999999999999,18.58407079646018
P931,1.5037593984962405,54.506437768240346,6.306306306306306
P830,58.99053627760252,58.87096774193549,2.3255813953488373
P884,6.422018348623854,2.797202797202797,33.33333333333333
P167,10.294117647058822,20.0,4.405286343612335
P289,90.5940594059406,7.000000000000001,28.985507246376812
P008,39.568345323741006,5.084745762711865,47.386759581881535
P977,13.333333333333334,10.18867924528302,14.499999999999998
P089,65.1006711409396,2.6143790849673203,10.27027027027027
P465,93.54838709677419,26.82926829268293,33.70786516853933
P006,7.851239669421488,35.73573573573574,56.10859728506787
P008,55.590062111801245,52.28070175438596,52.071005917159766
P680,0.0,20.125786163522015,27.685950413223143
P728,17.870722433460077,29.508196721311474,16.969696969696972
P250,25.213675213675213,58.87445887445888,70.53571428571429
P994,4.044117647058823,33.77483443708609,60.8
P414,4.0201005025125625,27.083333333333332,16.271186440677965
P255,0.0,6.25,25.443786982248522
P862,45.83333333333333,18.681318681318682,2.2222222222222223
P152,1.7985611510791366,48.148148148148145,74.69135802469135
P662,6.481481481481481,38.07106598984771,27.27272727272727
P395,2.0408163265306123,1.0416666666666665,2.2082018927444795
P900,30.0,21.804511278195488,16.115702479338843
P911,47.333333333333336,21.428571428571427,25.324675324675322
P113,20.938628158844764,56.43564356435643,10.300429184549357
P739,15.019762845849801,0.7936507936507936,10.377358490566039
P631,10.256410256410255,8.88888888888889,10.980392156862745
P351,21.568627450980394,0.0,67.19367588932806
P749,6.666666666666667,12.290502793296088,23.88059701492537
P663,52.02702702702703,69.54022988505747,27.10843373493976
P326,27.67857142857143,10.756972111553784,33.76623376623377
P865,14.983713355048861,8.56269113149847,31.92488262910798
P285,30.05464480874317,68.57142857142857,25.773195876288657
P632,46.666666666666664,33.77483443708609,36.84210526315789
P607,28.07017543859649,0.38022813688212925,8.837209302325581
P478,8.403361344537815,30.612244897959183,4.635761589403973
P717,6.882591093117409,32.278481012658226,11.200000000000001
P768,21.484375,65.38461538461539,21.323529411764707
P004,19.402985074626866,24.137931034482758,37.696335078534034
P825,36.6120218579235,2.604166666666667,35.842293906810035
P152,0.9433962264150944,46.26168224299065,27.24014336917563
P964,17.874396135265698,18.51851851851852,47.01492537313433
P357,8.411214953271028,45.19230769230769,10.784313725490197
P203,4.564315352697095,37.32970027247956,0.0
P272,31.390134529147986,57.599999999999994,17.167381974248926
P191,51.13636363636363,6.666666666666667,25.0
P217,2.6595744680851063,0.0,46.09053497942387
P217,25.59241706161137,4.444444444444445,63.63636363636363
P136,13.071895424836603,29.559748427672954,37.5
P638,63.82113821138211,5.9880239520958085,36.392405063291136
P534,40.845070422535215,44.565217391304344,10.526315789473683
P624,48.87892376681614,10.204081632653061,6.701030927835052
P816,39.23611111111111,50.42016806722689,46.69603524229075
P999,34.112149532710276,27.173913043478258,29.6875
P906,16.99346405228758,5.4945054945054945,37.37373737373738
P449,1.5789473684210527,19.491525423728813,0.641025641025641
P182,12.080536912751679,10.16949152542373,55.25114155251142
P428,36.87150837988827,5.6000000000000005,58.22784810126582
P428,32.51231527093596,46.06060606060606,33.82352941176471
P103,2.7777777777777777,11.464968152866243,53.95348837209303
P830,36.74911660777385,10.3125,32.926829268292686
P552,34.61538461538461,50.54347826086957,17.391304347826086
P575,51.903114186851205,40.65040650406504,23.52941176470588
P758,3.6585365853658534,50.86206896551724,11.981566820276496
P883,11.65644171779141,0.8547008547008548,3.3333333333333335
P288,14.732142857142858,18.305084745762713,9.251101321585903
P410,40.1294498381877,42.922374429223744,76.5625
P595,9.722222222222223,29.651162790697676,30.434782608695656
P701,26.576576576576578,21.83406113537118,0.5813953488372093
P104,39.6551724137931,31.35593220338983,8.333333333333332
P564,24.358974358974358,15.384615384615385,20.606060606060606
P092,10.931174089068826,14.184397163120568,40.20618556701031
P430,50.717703349282296,79.69924812030075,3.592814371257485
P614,53.333333333333336,27.77777777777778,3.296703296703297
P943,36.43122676579926,11.494252873563218,11.409395973154362
P423,27.124183006535947,46.0377358490566,51.02739726027398
P449,11.320754716981133,43.50282485875706,33.201581027667984
P705,2.928870292887029,53.990610328638496,0.8130081300813009
P327,10.843373493975903,50.0,47.45762711864407
P043,19.81981981981982,1.2987012987012987,15.625
P269,0.5025125628140703,0.0,14.545454545454545
P883,45.65217391304348,16.3265306122449,23.853211009174313
P864,2.7586206896551726,2.73972602739726,3.592814371257485
P774,14.383561643835616,0.0,52.60869565217391
P267,28.078817733990146,37.219730941704036,56.424581005586596
P812,20.15209125475285,2.5773195876288657,28.95622895622896
P224,9.090909090909092,4.166666666666666,0.0
P299,25.0,27.586206896551722,57.20164609053497
P895,7.4074074074074066,0.0,48.94894894894895
P646,32.038834951456316,11.11111111111111,42.198581560283685
P300,38.18181818181819,2.4096385542168677,22.674418604651162
P224,34.19117647058824,16.143497757847534,25.510204081632654
P564,9.090909090909092,1.9851116625310175,19.742489270386265
P500,3.289473684210526,11.475409836065573,23.44322344322344
P835,53.92670157068062,33.60655737704918,49.62686567164179
P186,35.60606060606061,6.115107913669065,4.807692307692308
P020,47.183098591549296,13.59773371104816,2.4539877300613497
P463,44.13793103448276,0.0,10.44776119402985
P273,19.298245614035086,72.95918367346938,22.727272727272727
P112,11.653116531165312,23.381294964028775,1.910828025477707
P729,12.411347517730496,26.479750778816197,4.733727810650888
P946,41.9753086419753,37.4468085106383,2.247191011235955
P529,17.391304347826086,72.81553398058253,65.28925619834712
P720,70.94972067039106,18.4549356223176,25.257731958762886
P631,82.35294117647058,52.42718446601942,13.698630136986301
P646,25.0,38.582677165354326,38.13559322033898
P490,14.285714285714285,37.19298245614035,42.561983471074385
P414,30.434782608695656,22.58064516129032,5.555555555555555
P273,33.57142857142857,11.475409836065573,48.148148148148145
P631,18.07909604519774,54.58715596330275,25.936599423631122
P692,10.144927536231885,53.98230088495575,3.296703296703297
P180,16.666666666666664,58.63453815261044,51.31578947368421
P665,9.947643979057592,2.1505376344086025,30.0
P423,9.022556390977442,67.3202614379085,30.72289156626506
P058,15.068493150684931,44.08945686900959,40.54054054054054
P044,20.816326530612244,13.36206896551724,31.00303951367781
P560,89.47368421052632,13.043478260869565,72.0
P859,29.09090909090909,11.627906976744185,53.960396039603964
P576,24.242424242424242,29.064039408866993,41.73913043478261
P772,38.61003861003861,17.20430107526882,52.293577981651374
P792,4.455445544554455,47.706422018348626,14.09090909090909
P604,34.24657534246575,11.02661596958175,18.103448275862068
P839,60.122699386503065,30.434782608695656,43.169398907103826
P061,41.66666666666667,0.0,83.33333333333334
P085,41.40127388535032,51.74418604651163,58.9041095890411
P338,4.9275362318840585,29.19254658385093,13.756613756613756
P311,38.35616438356164,40.35087719298245,22.857142857142858
P547,69.23076923076923,62.28070175438597,28.436018957345972
P256,24.305555555555554,26.666666666666668,51.66666666666667
P044,16.842105263157894,77.14285714285715,31.724137931034484
P878,30.18867924528302,47.8448275862069,37.95620437956204
P238,55.35714285714286,2.18978102189781,21.875
P842,3.7037037037037033,39.34426229508197,21.83406113537118
P801,24.675324675324674,65.15837104072398,15.36144578313253
P255,4.477611940298507,14.748201438848922,22.021660649819495
P431,69.4980694980695,45.39473684210527,4.761904761904762
P127,33.65384615384615,14.545454545454545,5.194805194805195
P316,10.76923076923077,75.67567567567568,55.70469798657718
P326,20.37037037037037,34.375,70.50359712230215
P412,45.0,38.489208633093526,30.76923076923077
P273,18.89168765743073,56.48414985590778,1.5384615384615385
P311,5.517241379310345,47.13375796178344,45.16129032258064
P529,15.22491349480969,14.788732394366196,18.51851851851852
P619,13.492063492063492,38.288288288288285,43.39622641509434
P886,29.76588628762542,14.285714285714285,32.441471571906355
P493,8.695652173913043,0.8403361344537815,2.7777777777777777
P062,12.068965517241379,17.46987951807229,4.6875
P425,16.49122807017544,19.047619047619047,20.51282051282051
P951,41.83673469387755,37.39837398373984,21.1340206185567
P766,22.108843537414966,6.521739130434782,4.901960784313726
P322,11.235955056179774,10.289389067524116,37.54940711462451
P793,9.9601593625498,9.428571428571429,8.620689655172415
P616,0.31545741324921134,50.29239766081871,0.5524861878453038
P302,45.588235294117645,34.31372549019608,35.22727272727273
P590,0.0,36.224489795918366,38.70967741935484
P002,34.26294820717131,18.487394957983195,19.047619047619047
P127,7.142857142857142,26.21359223300971,30.89430894308943
P312,2.888086642599278,16.666666666666664,38.13559322033898
P427,40.25423728813559,1.098901098901099,32.075471698113205
P533,9.90990990990991,29.13907284768212,5.7034220532319395
P885,26.25,27.85234899328859,8.071748878923767
P407,20.56451612903226,22.83464566929134,12.82051282051282
P917,58.82352941176471,2.272727272727273,23.170731707317074
P896,17.110266159695815,16.425120772946862,11.462450592885375
P793,29.11392405063291,41.46341463414634,13.135593220338984
P044,9.547738693467336,4.137931034482759,15.555555555555555
P917,55.333333333333336,14.383561643835616,26.198083067092654
P734,1.0416666666666665,24.0,24.229074889867842
P292,11.377245508982035,12.037037037037036,46.15384615384615
P742,0.0,65.48672566371681,0.43478260869565216
P758,50.55350553505535,42.61363636363637,0.43668122270742354
P256,36.58536585365854,12.903225806451612,45.45454545454545
P195,20.408163265306122,50.476190476190474,13.756613756613756
P065,37.21804511278196,83.52941176470588,12.903225806451612
P160,17.333333333333336,86.875,57.377049180327866
P647,49.30555555555556,37.903225806451616,6.547619047619048
P831,3.076923076923077,34.10138248847927,44.85294117647059
P245,50.174216027874564,3.7383177570093453,41.87192118226601
P758,26.72176308539945,14.798206278026907,52.919708029197075
P473,62.807017543859644,42.5287356321839,7.258064516129033
P734,1.7391304347826086,0.0,4.230769230769231
P139,40.46511627906977,21.75925925925926,24.242424242424242
P046,27.830188679245282,17.548746518105848,29.166666666666668
P425,25.096525096525095,39.77900552486188,0.5025125628140703
P543,21.27659574468085,10.743801652892563,37.81512605042017
P113,12.359550561797752,34.32835820895522,63.1578947368421
P047,1.36986301369863,23.52941176470588,64.76683937823834
P493,38.18181818181819,4.819277108433735,48.0
P345,13.333333333333334,5.286343612334802,54.421768707483
P893,49.763033175355446,50.48543689320388,55.60747663551402
P270,30.23255813953488,8.60215053763441,42.922374429223744
P842,67.8714859437751,34.23076923076923,56.76855895196506
P638,1.9607843137254901,0.0,24.924924924924923
P423,65.3409090909091,22.29299363057325,3.0303030303030303
P665,39.63414634146341,8.550185873605948,53.125
P146,32.73809523809524,9.243697478991598,30.985915492957744
P345,18.487394957983195,25.563909774436087,1.7241379310344827
P858,21.50943396226415,60.517799352750814,31.70731707317073
P695,50.931677018633536,30.37037037037037,49.54128440366973
P465,11.403508771929824,60.14492753623188,62.83185840707964
P568,40.51282051282051,59.893048128342244,57.77777777777777
P999,38.88888888888889,6.206896551724138,9.375
P943,19.298245614035086,10.256410256410255,21.008403361344538
P431,33.33333333333333,48.484848484848484,5.263157894736842
P985,28.802588996763756,26.633165829145728,33.5195530726257
P044,2.840909090909091,49.29577464788733,50.0
P509,40.816326530612244,16.99346405228758,25.555555555555554
P405,5.844155844155844,23.711340206185564,36.68639053254438
P207,27.586206896551722,73.58490566037736,20.33898305084746
P828,0.0,10.869565217391305,46.601941747572816
P977,41.17647058823529,29.962546816479403,5.365853658536586
P113,49.056603773584904,2.7777777777777777,73.41040462427746
P695,71.69811320754717,16.071428571428573,5.286343612334802
P693,0.7194244604316548,14.736842105263156,1.4598540145985401
P409,51.61290322580645,58.86075949367089,21.84873949579832
P076,2.1739130434782608,52.94117647058824,16.363636363636363
P699,36.25,18.021201413427562,26.031746031746035
P610,17.061611374407583,15.0,8.808290155440414
P118,38.87147335423197,5.47945205479452,14.14141414141414
P413,17.061611374407583,27.27272727272727,38.07339449541284
P697,30.33175355450237,23.004694835680752,73.83177570093457
P452,0.0,28.03347280334728,5.303030303030303
P525,4.516129032258064,35.37906137184115,26.41509433962264
P909,22.699386503067483,12.618296529968454,3.519061583577713
P816,5.641025641025641,10.85972850678733,28.02547770700637
P497,4.285714285714286,55.859375,18.71345029239766
P986,3.296703296703297,1.4184397163120568,5.555555555555555
P964,47.878787878787875,4.166666666666666,14.15929203539823
P085,9.793814432989691,50.0,11.15702479338843
P632,25.868725868725868,17.05426356589147,13.286713286713287
P812,12.087912087912088,47.5,41.81818181818181
P857,1.5625,14.285714285714285,20.574162679425836
P118,21.51029748283753,19.814241486068113,13.095238095238097
P247,63.52201257861635,69.8224852071006,0.0
P534,11.881188118811881,2.9629629629629632,78.82352941176471
P501,80.72289156626506,70.9090909090909,8.661417322834646
