Production_Unit_Id,percentage_items_discarded
P180,49.07651715039577
P156,19.411764705882355
P159,35.177865612648226
P306,14.02061855670103
P237,34.244080145719494
P885,12.312312312312311
P135,24.143302180685357
P340,23.14540059347181
P954,37.881219903691814
P548,69.21606118546845
P144,20.04662004662005
P246,22.74590163934426
P717,32.932330827067666
P239,26.804123711340207
P878,24.161073825503358
P320,18.416801292407108
P434,19.32367149758454
P497,55.072463768115945
P338,20.83916083916084
P004,29.84165651644336
P458,17.92452830188679
P631,42.37623762376238
P830,21.41863699582754
P143,44.77064220183487
P742,29.81132075471698
P380,34.958217270194986
P755,17.647058823529413
P900,31.837606837606835
P484,28.00982800982801
P628,63.19845857418112
P998,35.338345864661655
P428,32.454361054766736
P089,18.50828729281768
P431,45.843828715365234
P670,25.24390243902439
P264,27.941176470588236
P468,25.39130434782609
P993,14.022988505747128
P121,18.562874251497004
P610,29.84014209591474
P392,24.62406015037594
P789,4.093567251461988
P879,29.254571026722925
P929,29.261744966442954
P122,59.05797101449275
P590,35.24355300859599
P382,27.014218009478675
P990,14.053254437869821
P234,8.232711306256862
P398,21.38888888888889
P938,21.78702570379437
P517,9.782608695652174
P341,28.455284552845526
P195,22.424242424242426
P340,23.017902813299234
P995,43.934911242603555
P043,41.497975708502025
P448,53.602305475504316
P771,27.459016393442624
P699,18.97810218978102
P754,32.70588235294118
P288,31.297709923664126
P662,12.12624584717608
P535,3.0732860520094563
P955,29.931972789115648
P891,7.105719237435008
P379,48.771929824561404
P332,36.612702366127024
P044,28.695652173913043
P371,28.235294117647058
P173,11.979166666666668
P693,42.96675191815857
P188,7.569296375266525
P862,3.7567084078711988
P102,56.581532416502945
P990,6.435643564356436
P615,18.471337579617835
P306,18.625277161862527
P911,37.301587301587304
P520,33.59375
P069,32.01267828843106
P815,23.13937753721245
P252,27.474150664697195
P778,24.688279301745634
P736,30.0561797752809
P651,38.54489164086687
P280,17.118997912317326
P625,9.672830725462305
P089,48.21002386634845
P931,28.511530398322847
P830,45.725915875169605
P884,15.827338129496402
P167,9.98185117967332
P289,56.60377358490566
P008,36.896046852122986
P977,12.424242424242424
P089,24.64065708418891
P465,38.144329896907216
P006,32.914572864321606
P008,53.333333333333336
P680,19.760479041916167
P728,21.112929623567922
P250,47.487001733102254
P994,31.79791976225854
P414,12.730627306273062
P255,11.670480549199084
P862,18.125
P152,32.481751824817515
P662,26.96335078534031
P395,1.8164435946462716
P900,21.35922330097087
P911,31.222707423580786
P113,27.52808988764045
P739,9.041980624327234
P631,10.582010582010582
P351,39.1941391941392
P749,15.339805825242719
P663,49.795081967213115
P326,20.833333333333336
P865,16.76505312868949
P285,39.48051948051948
P632,40.136054421768705
P607,13.106159895150721
P478,16.523605150214593
P717,15.471698113207546
P768,28.723404255319153
P004,31.329113924050635
P825,26.299694189602445
P152,29.382303839732888
P964,25.844930417495032
P357,24.084778420038536
P203,19.096774193548388
P272,35.977337110481585
P191,32.62411347517731
P217,22.762645914396888
P217,35.278514588859416
P136,28.276877761413843
P638,38.68312757201646
P534,32.21649484536083
P624,23.164763458401303
P816,44.00630914826498
P999,30.735930735930733
P906,21.023513139695712
P449,8.59106529209622
P182,28.807339449541285
P428,35.714285714285715
P428,36.5625
P103,26.744186046511626
P830,26.31578947368421
P552,33.33333333333333
P575,44.7098976109215
P758,27.683615819209038
P883,6.216216216216217
P288,14.47721179624665
P410,50.69444444444444
P595,27.16297786720322
P701,17.656500802568218
P104,30.91286307053942
P564,20.677966101694913
P092,17.7319587628866
P430,42.82907662082515
P614,36.86440677966102
P943,24.752475247524753
P423,41.01969872537659
P449,32.276119402985074
P705,21.391304347826086
P327,42.76985743380855
P043,14.077669902912621
P269,7.379518072289157
P883,29.038854805725972
P864,3.116883116883117
P774,25.585585585585584
P267,39.83471074380166
P812,19.098143236074268
P224,4.901960784313726
P299,42.10526315789473
P895,26.40117994100295
P646,30.755395683453234
P300,26.31578947368421
P224,25.96964586846543
P564,8.666666666666668
P500,15.173674588665447
P835,47.67641996557659
P186,17.956656346749224
P020,23.25
P463,23.051948051948052
P273,38.59060402684564
P112,13.805970149253731
P729,14.452709883103083
P946,27.82608695652174
P529,55.172413793103445
P720,36.13861386138614
P631,51.34099616858238
P646,35.41666666666667
P490,33.33333333333333
P414,21.826280623608017
P273,32.78301886792453
P631,32.47978436657682
P692,28.30188679245283
P180,43.20486815415821
P665,15.15650741350906
P423,36.72566371681416
P058,36.49068322981366
P044,20.73265783320343
P560,71.8875502008032
P859,31.779661016949152
P576,34.2685370741483
P772,37.10407239819005
P792,17.325800376647834
P604,22.35469448584203
P839,44.57593688362919
P061,43.689320388349515
P085,50.526315789473685
P338,16.00467289719626
P311,35.15981735159817
P547,42.45014245014245
P256,30.824372759856633
P044,32.36363636363636
P878,39.96212121212121
P238,24.92753623188406
P842,23.11178247734139
P801,33.96825396825397
P255,15.674891146589259
P431,53.16455696202531
P127,22.78481012658228
P316,48.94613583138173
P326,49.13494809688581
P412,40.40880503144654
P273,27.39043824701195
P311,32.3943661971831
P529,15.166666666666668
P619,30.75801749271137
P886,30.35143769968051
P493,4.093567251461988
P062,13.541666666666666
P425,18.167456556082147
P951,30.843373493975907
P766,16.515837104072396
P322,19.81132075471698
P793,9.419354838709678
P616,20.714285714285715
P302,40.35532994923858
P590,27.405857740585777
P002,23.711340206185564
P127,25.17321016166282
P312,18.679549114331724
P427,21.463414634146343
P533,12.735849056603774
P885,20.299500831946755
P407,19.46697566628042
P917,16.293929712460063
P896,14.937759336099585
P793,30.457380457380456
P044,10.912052117263844
P917,35.44137022397892
P734,20.24432809773124
P292,28.832116788321166
P742,21.43884892086331
P758,31.50887573964497
P256,34.51178451178451
P195,31.69642857142857
P065,37.66756032171582
P160,53.908355795148246
P647,29.587155963302752
P831,25.72992700729927
P245,39.028475711892796
P758,31.976744186046513
P473,44.62686567164179
P734,2.736842105263158
P139,29.484902309058615
P046,22.488755622188904
P425,21.5962441314554
P543,23.353293413173652
P113,30.52434456928839
P047,31.96428571428571
P493,34.57943925233645
P345,22.129436325678498
P893,51.98098256735341
P270,28.355957767722472
P842,52.574525745257446
P638,16.865079365079367
P423,33.11827956989247
P665,31.43989431968296
P146,25.64102564102564
P345,15.760869565217392
P858,40.10840108401084
P695,43.7037037037037
P465,49.7907949790795
P568,51.483050847457626
P999,14.519906323185012
P943,16.082474226804123
P431,31.725888324873097
P985,29.403202328966522
P044,25.936599423631122
P509,24.364406779661017
P405,22.63056092843327
P207,55.465587044534416
P828,22.30769230769231
P977,27.284946236559136
P113,57.14285714285714
P695,34.94949494949495
P693,5.472636815920398
P409,46.06481481481482
P076,25.699745547073793
P699,26.25298329355609
P610,13.978494623655912
P118,23.547880690737834
P413,27.62237762237762
P697,42.476489028213166
P452,16.08695652173913
P525,24.721189591078065
P909,10.840438489646772
P816,13.787085514834205
P497,35.8148893360161
P986,3.4574468085106385
P964,29.754601226993866
P085,23.20872274143302
P632,20.33898305084746
P812,36.43178410794602
P857,15.517241379310345
P118,19.396551724137932
P247,57.03125
P534,31.952662721893493
P501,54.418604651162795
P134,13.119533527696792
P041,24.604141291108405
P857,34.62214411247803
P920,26.578073089701
P031,31.73758865248227
P774,24.561403508771928
P609,29.20892494929006
P142,35.84905660377358
P371,35.43441226575809
P647,36.043956043956044
P518,32.149901380670606
P479,27.316602316602317
P046,20.723684210526315
P884,31.556195965417867
P912,29.694323144104807
P632,17.52212389380531
P242,61.815336463223794
P853,38.02521008403361
P807,63.465553235908146
P103,23.05699481865285
P088,34.475374732334046
P537,23.093220338983052
P632,48.60215053763441
P370,35.879629629629626
P715,15.678776290630974
P004,20.440881763527056
P435,2.2556390977443606
P053,34.0983606557377
P624,17.628205128205128
P157,44.376278118609406
P212,56.53846153846154
P058,40.95022624434389
P318,20.610687022900763
P014,16.222760290556902
P612,15.938606847697756
P900,23.26431181485993
P685,19.690265486725664
P552,22.294372294372295
P127,41.35188866799205
P831,1.6489988221436984
P802,43.53741496598639
P856,22.601010101010104
P537,30.739299610894943
P411,25.757575757575758
P252,53.72549019607843
P835,29.979035639413
P283,21.207430340557277
P729,1.2222222222222223
P271,36.779911373707534
P698,25.816993464052292
P224,32.10526315789474
P270,28.952772073921974
P258,28.22677925211098
P326,41.77545691906005
P338,47.27272727272727
P710,26.675603217158177
P061,27.611940298507463
P381,13.636363636363635
P201,25.513196480938415
P835,29.333333333333332
P424,7.993966817496228
P594,9.032258064516128
P796,12.875536480686694
P943,28.134556574923547
P395,26.371951219512198
P071,31.82608695652174
P906,28.548387096774192
P116,15.62224183583407
P182,11.858974358974358
P817,17.72151898734177
P763,25.482625482625483
P996,10.492505353319057
P155,10.242587601078167
P271,63.95833333333333
P182,22.429906542056074
P652,25.675675675675674
P711,17.889908256880734
P537,44.34137291280148
P557,18.68686868686869
P509,56.422764227642276
P530,44.33285509325681
P312,41.38513513513514
P729,15.989159891598916
P286,26.446280991735538
P203,9.120521172638437
P328,4.41988950276243
P237,16.842105263157894
P414,31.546391752577318
P144,37.30569948186528
P076,27.86885245901639
P911,52.58152173913043
P659,27.091136079900124
P383,39.81308411214953
P672,17.227456258411845
P424,36.182336182336186
P675,7.088607594936709
P907,37.147595356550575
P043,24.794745484400657
P930,33.273056057866185
P632,45.70446735395189
P699,20.0
P134,4.498269896193772
P448,28.331466965285557
P295,27.685950413223143
P004,28.085106382978726
P688,39.839034205231385
P857,41.88034188034188
P041,19.68503937007874
P830,43.31210191082803
P830,37.00787401574803
P561,43.75
P815,31.2
P619,34.26724137931034
P302,27.47826086956522
P151,78.99408284023669
P295,42.27467811158798
P856,70.35573122529645
P917,43.67245657568238
P517,32.241813602015114
P995,33.50785340314136
P058,42.561983471074385
P852,24.778761061946902
P638,19.682539682539684
P657,38.44311377245509
P893,39.226519337016576
P820,26.94136291600634
P439,14.23841059602649
P411,13.06715063520871
P651,52.69230769230769
P274,41.94577352472089
P112,58.371040723981906
P646,22.573363431151243
P858,50.762829403606105
P186,7.329842931937172
P185,10.151187904967603
P729,13.292117465224113
P302,29.111531190926275
P628,72.41962774957699
P217,23.21083172147002
P708,20.72538860103627
P404,29.33753943217666
P173,11.00196463654224
P869,19.950738916256157
P489,31.066176470588236
P465,11.582381729200652
P667,29.37853107344633
P392,15.74468085106383
P807,34.17231364956437
P763,22.912966252220247
P964,44.50867052023121
P687,17.22689075630252
P406,26.60377358490566
P529,14.13793103448276
P009,26.677316293929714
P869,11.510791366906476
P730,5.517241379310345
P132,37.988826815642454
P517,28.693790149892934
P395,18.5785536159601
P126,10.64516129032258
P986,26.36363636363636
P717,27.032136105860115
P299,18.069584736251404
P533,7.6923076923076925
P014,29.181494661921707
P825,31.319554848966614
P545,16.96035242290749
P517,22.2
P434,57.183098591549296
P212,28.010825439783492
P218,26.989619377162633
P884,33.687943262411345
P426,28.325508607198746
P357,32.666666666666664
P714,13.043478260869565
P699,31.54848046309696
P507,11.423220973782772
P316,15.224358974358973
P313,45.07628294036061
P412,14.007782101167315
P435,28.857715430861724
P300,23.939393939393938
P759,19.694868238557557
P022,37.83783783783784
P816,23.275862068965516
P357,44.259567387687184
P526,55.970149253731336
P167,28.116343490304708
P492,43.13984168865435
P380,75.06053268765133
P432,31.309297912713475
P995,27.694610778443113
P599,33.23262839879154
P885,27.0516717325228
P743,29.219858156028366
P326,11.25
P547,22.479338842975206
P535,34.48940269749518
P749,23.340961098398168
P743,20.51792828685259
P432,10.236220472440944
P189,31.748726655348047
P384,28.46153846153846
P160,25.318471337579616
P432,27.86885245901639
P285,20.328849028400597
P328,49.401709401709404
P404,48.64864864864865
P196,29.836065573770494
P463,45.50359712230216
P392,30.210772833723652
P560,19.027484143763214
P695,30.218687872763418
P370,42.16634429400386
P887,17.391304347826086
P914,65.28117359413203
P103,31.03057757644394
P161,11.805555555555555
P299,11.347517730496454
P597,39.295392953929536
P287,39.349112426035504
P316,38.39479392624729
P096,18.89763779527559
P667,29.110512129380055
P293,20.97457627118644
P917,40.31311154598826
P379,49.651972157772626
P295,20.06269592476489
P715,58.43621399176955
P912,32.839506172839506
P062,31.343283582089555
P879,24.877250409165303
P920,17.24137931034483
P007,54.21686746987952
P146,34.68926553672316
P071,30.12345679012346
P609,14.809960681520314
P992,33.153638814016176
P238,25.59414990859232
P426,80.25641025641026
P207,12.195121951219512
P111,44.72222222222222
P825,35.781544256120526
P007,7.209302325581396
P638,49.83552631578947
P774,8.346213292117465
P552,37.147887323943664
P526,32.46268656716418
P259,66.66666666666666
P229,23.91017173051519
P043,9.447852760736195
P246,39.285714285714285
P838,58.546433378196504
P414,42.74809160305343
P143,34.7953216374269
P449,17.513134851138354
P487,32.67326732673268
P496,30.339805825242717
P473,54.40414507772021
P426,22.505800464037122
P175,21.893491124260358
P439,20.747889022919182
P830,59.356136820925556
P382,42.16216216216216
P340,28.07262569832402
P964,24.05857740585774
P395,7.103064066852367
P169,35.6687898089172
P354,9.333333333333334
P407,9.021113243761997
P238,12.941176470588237
P238,20.21978021978022
P047,39.46037099494098
P710,13.109756097560975
P128,54.982206405693944
P313,42.27212681638045
P672,40.69097888675624
P434,17.29559748427673
P932,35.97951344430218
P246,39.25925925925926
P715,21.78030303030303
P884,26.418439716312058
P264,26.16487455197133
P450,10.734463276836157
P240,33.203125
P170,25.07936507936508
P170,6.440677966101695
P030,20.12987012987013
P061,36.388888888888886
P728,10.43956043956044
P756,34.69387755102041
P270,19.43844492440605
P631,53.06122448979592
P336,5.960945529290853
P517,38.41059602649007
P608,5.376344086021505
P705,31.951219512195124
P424,17.741935483870968
P552,18.781725888324875
P624,37.79527559055118
P352,19.957537154989385
P286,25.892857142857146
P551,15.489130434782608
P292,20.40268456375839
P732,36.26062322946176
P831,28.186714542190305
P327,41.9753086419753
P812,13.020833333333334
P680,33.288770053475936
P665,40.38461538461539
P304,28.436018957345972
P986,18.874172185430464
P639,32.122905027932966
P466,20.165289256198346
P312,44.3159922928709
P501,26.6260162601626
P324,18.164435946462714
P652,42.48496993987976
P838,33.72243839169909
P669,27.530364372469634
P830,18.238341968911918
P321,28.15040650406504
P987,27.023319615912207
P651,21.951219512195124
P068,11.475409836065573
P160,6.801007556675064
P756,17.78584392014519
P182,35.01006036217304
P862,18.53512705530643
P273,30.13392857142857
P938,25.85470085470086
P843,22.483221476510067
P754,37.213114754098356
P071,9.89010989010989
P671,20.238095238095237
P338,29.635761589403977
P351,16.845878136200717
P566,23.905109489051096
P468,10.303030303030303
P413,24.57737321196359
P874,77.97356828193833
P614,27.746741154562383
P173,33.33333333333333
P608,30.303030303030305
P179,28.738621586475944
P321,30.242825607064017
P311,27.12100139082058
P256,22.44039270687237
P161,39.76608187134503
P132,25.482625482625483
P883,34.12017167381974
P412,29.865125240847785
P611,46.601941747572816
P423,33.77777777777778
P805,68.42105263157895
P061,62.48294679399727
P104,49.21700223713646
P858,32.76157804459691
P300,34.52566096423017
P442,27.39273927392739
P264,18.886679920477135
P407,33.33333333333333
P248,41.318681318681314
P071,22.08
P493,22.821576763485478
P999,20.444033302497687
P143,41.04938271604938
P043,40.059790732436475
P160,33.6283185840708
P272,32.6605504587156
P604,8.668076109936575
P024,22.03065134099617
P304,31.24087591240876
P838,36.660268714011515
P702,70.39370078740157
P009,22.210065645514224
P811,16.470588235294116
P155,7.8125
P693,7.608695652173914
P767,19.81566820276498
P441,12.93800539083558
P159,28.100775193798448
P044,44.19475655430712
P371,10.137457044673539
P344,13.502673796791445
P324,41.99395770392749
P672,32.5242718446602
P407,33.126934984520126
P198,48.71134020618557
P900,35.602094240837694
P218,35.31531531531532
P878,17.80821917808219
P977,41.00227790432802
P838,25.806451612903224
P548,14.642857142857144
P639,10.505836575875486
P466,19.485294117647058
P887,22.287968441814595
P612,18.166383701188455
P545,25.12908777969019
P008,69.76351351351352
P492,5.08130081300813
P971,44.08163265306123
P484,39.120370370370374
P474,50.0
P313,20.46783625730994
P212,51.66666666666667
P380,39.06633906633907
P843,41.158059467918626
P830,44.05010438413361
P320,37.01799485861182
P108,21.511627906976745
P258,53.459119496855344
P464,28.383458646616543
P448,13.913913913913914
P550,36.24382207578254
P955,18.803418803418804
P595,10.805500982318271
P631,17.727272727272727
P341,28.60520094562648
P672,33.731343283582085
P954,8.866995073891626
P076,16.304347826086957
P754,11.752136752136751
P919,52.81553398058253
P442,24.586776859504134
P576,15.853658536585366
P665,36.68224299065421
P805,19.0990990990991
P414,25.201612903225808
P398,38.52691218130311
P296,45.95375722543353
P195,47.59825327510917
P661,16.220735785953178
P286,54.96828752642706
P758,11.390532544378699
P669,48.63309352517985
P256,20.354808590102706
P182,36.16298811544992
P843,36.99324324324324
P825,47.20930232558139
P071,53.92670157068062
P812,42.710997442455245
P237,41.52431011826544
P711,64.0
P126,41.132637853949326
P659,36.14088820826952
P766,18.575851393188856
P665,16.541353383458645
P321,33.94919168591224
P279,22.25609756097561
P403,41.66666666666667
P557,2.941176470588235
P117,23.190546528803544
P308,29.055690072639223
P281,5.967450271247739
P403,19.89051094890511
P322,21.78649237472767
P575,12.371134020618557
P680,48.57621440536013
P326,10.25236593059937
P732,23.549488054607508
P959,42.11822660098522
P264,34.80519480519481
P772,17.307692307692307
P843,52.0618556701031
P691,14.462081128747794
P998,55.578512396694215
P274,17.05685618729097
P545,35.59870550161812
P608,8.006535947712418
P180,11.428571428571429
P631,18.4375
P371,3.9215686274509802
P834,18.019480519480517
P729,22.117202268431
P004,30.131826741996232
P223,15.362731152204837
P663,41.254752851711025
P625,16.252821670428894
P921,28.643216080402013
P259,24.200913242009133
P076,4.405286343612335
P298,38.303693570451436
P742,26.21359223300971
P469,35.79638752052545
P886,11.94267515923567
P720,15.656565656565657
P450,58.769230769230774
P964,29.455445544554454
P268,23.157894736842106
P234,15.187376725838265
P556,13.286713286713287
P531,26.128266033254157
P891,31.770833333333332
P432,36.06870229007634
P564,31.976744186046513
P450,44.034090909090914
P996,45.84103512014787
P924,32.779456193353475
P665,36.3431151241535
P065,25.870646766169152
P625,24.504504504504503
P058,1.8292682926829267
P772,9.236947791164658
P452,55.871886120996436
P321,34.78260869565217
P008,20.52980132450331
P564,13.468013468013467
P922,13.274336283185843
P619,44.38775510204081
P544,20.6401766004415
P233,28.621908127208478
P274,15.530303030303031
P009,30.50397877984085
P096,7.923497267759563
P530,23.543123543123542
P805,29.65779467680608
P705,16.8
P671,23.243243243243246
P449,30.802919708029197
P591,18.24953445065177
P218,15.808170515097691
P427,14.060446780551905
P409,27.938931297709924
P521,26.633986928104576
P805,23.10405643738977
P273,35.573122529644266
P020,11.561866125760648
P780,31.868131868131865
P820,67.7536231884058
P985,29.97711670480549
P536,40.82352941176471
P128,37.22943722943723
P169,36.417910447761194
P406,49.740932642487046
P237,42.01312910284464
P615,19.93911719939117
P807,66.57458563535911
P058,18.687872763419485
P142,33.108108108108105
P271,51.28865979381443
P450,31.51862464183381
P240,38.44282238442822
P954,26.692456479690524
P046,42.17252396166134
P691,31.778425655976676
P870,8.771929824561402
P805,38.50931677018634
P233,25.60386473429952
P069,5.2521008403361344
P688,16.87116564417178
P108,51.56576200417536
P357,25.444596443228455
P062,8.350730688935283
P351,23.653395784543328
P378,33.28267477203647
P943,23.128119800332776
P699,13.186813186813188
P288,26.564673157162726
P182,37.84355179704017
P990,36.137440758293835
P995,24.089635854341736
P685,12.347560975609756
P428,23.788546255506606
P320,57.711442786069654
P874,8.142493638676845
P530,25.09505703422053
P465,20.047732696897373
P530,65.60364464692483
P756,20.866141732283463
P236,21.01063829787234
P691,37.05673758865248
P465,10.042735042735043
P665,20.0
P983,30.569948186528496
P458,25.581395348837212
P273,30.250783699059564
P531,26.50273224043716
P279,34.29319371727749
P914,48.15950920245399
P403,6.078147612156296
P520,24.58410351201479
P912,21.855670103092784
P463,14.215686274509803
P117,16.864608076009503
P004,25.226586102719033
P201,15.36189069423929
P132,26.904761904761905
P665,29.608938547486037
P852,38.23529411764706
P127,33.787465940054496
P096,24.22360248447205
P136,33.72093023255814
P487,43.201133144475925
P907,32.636655948553056
P710,11.01871101871102
P007,26.75736961451247
P920,15.407854984894259
P423,10.75268817204301
P118,8.0
P631,29.621380846325167
P479,30.474452554744524
P001,24.646464646464647
P868,20.677361853832444
P895,28.661087866108787
P044,15.430861723446892
P628,25.512104283054004
P435,42.62948207171315
P127,52.04081632653062
P931,23.423423423423422
P638,32.68892794376098
P274,43.94409937888199
P500,13.30166270783848
P427,26.550868486352357
P900,37.841352405721715
P283,33.21234119782214
P869,28.074245939675173
P409,84.41176470588235
P426,23.56902356902357
P185,43.64123159303882
P510,33.25892857142857
P705,7.970244420828905
P489,49.764150943396224
P105,29.216152019002372
P216,27.126436781609197
P831,17.84841075794621
P414,18.44106463878327
P332,10.857142857142858
P842,36.293436293436294
P909,52.307692307692314
P163,8.624708624708624
P638,36.61764705882353
P869,23.634336677814936
P990,36.15560640732266
P426,7.865168539325842
P430,40.41811846689895
P288,8.937605396290051
P859,3.762376237623762
P304,24.13249211356467
P543,12.404580152671755
P242,22.653061224489797
P127,29.86348122866894
P556,21.304926764314246
P869,26.492537313432834
P548,51.338199513382
P448,33.28822733423545
P852,21.012658227848103
P435,43.346007604562736
P802,38.43058350100604
P531,28.57142857142857
P252,23.476968796433876
P432,40.59233449477352
P710,10.020449897750511
P269,39.37908496732026
P931,28.752642706131077
P268,39.334341906202724
P424,17.784877529286476
P711,39.76435935198822
P187,7.371794871794872
P820,31.45869947275923
P639,46.31336405529954
P681,23.240115718418515
P352,14.606741573033707
P864,19.67799642218247
P864,42.857142857142854
P020,37.47927031509121
P469,55.907172995780584
P552,19.16058394160584
P865,23.52941176470588
P469,36.768802228412255
P382,30.83511777301927
P590,26.96629213483146
P321,29.290617848970253
P403,34.22222222222222
P468,15.426997245179063
P693,30.64516129032258
P349,29.464285714285715
P801,46.73721340388007
P442,25.0
P435,35.046728971962615
P439,44.75409836065574
P469,30.22113022113022
P531,41.28289473684211
P771,40.362811791383216
P264,21.149425287356323
P609,24.81962481962482
P398,20.647149460708782
P264,26.666666666666668
P118,26.593406593406595
P807,8.173076923076923
P380,12.065439672801636
P256,9.46236559139785
P112,28.607594936708864
P082,35.154826958105645
P065,16.13588110403397
P816,25.745682888540035
P156,39.45945945945946
P853,15.736040609137056
P631,48.82226980728051
P520,44.15094339622642
P931,17.183098591549296
P631,38.2183908045977
P100,24.277456647398843
P487,24.0
P239,23.41650671785029
P843,21.764705882352942
P526,16.507936507936506
P545,40.75993091537133
P509,20.668058455114824
P248,11.553030303030303
P886,7.23781388478582
P340,31.297709923664126
P911,10.843373493975903
P529,16.0
P914,24.0
P292,20.291479820627803
P717,21.03960396039604
P312,13.088235294117649
P149,9.762532981530343
P647,12.29235880398671
P338,18.636363636363637
P561,37.44493392070485
P870,36.162361623616235
P853,11.750599520383693
P252,21.50537634408602
P024,27.92511700468019
P999,15.060240963855422
P322,26.88679245283019
P340,11.29032258064516
P465,30.05050505050505
P673,14.177978883861236
P624,18.288590604026847
P594,9.618573797678277
P860,43.84236453201971
P000,23.05699481865285
P911,13.924050632911392
P417,34.92063492063492
P999,4.887218045112782
P856,18.92361111111111
P795,18.97590361445783
P986,37.84246575342466
P468,27.647058823529413
P002,57.39750445632799
P550,22.161422708618332
P977,21.061946902654867
P749,41.952506596306065
P865,25.29313232830821
P450,31.54981549815498
P566,34.59119496855346
P591,42.74447949526814
